type,organization,comment,coords,photo,address,district,subdistrict,province,timestamp
อื่นๆ,เพื่อนชัชชาติ,การก่อสร้างล่าช้าผู้รับเหมาไม่ยอมมาดำเนินการให้แล้วเสร็จ,"[100.565834677588,13.7473382043981]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9d88f76cdaa247381e9447fb13a9fc8eb7c88241.jpg,"บางกะปิ ห้วยขวาง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,"เขตดำเนินการเกี่ยวกับเรื่องร้องเรียนได้ล่าช้าและไม่มีการแก้ไขปัญหาที่ต้นเหตุ เช่น การแก้ไขทางเท้าทีละช่องตามที่แจ้ง","[100.501888108,13.752787916]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/d14704fee7eae88972d50b1ae4ff5b6afe18088c.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,"เด็ก ๆ ในชุมชนขาดพื้นที่ลานกิจกรรมลานกีฬาทำให้ต้องใช้พื้นที่รกร้างของเอกชนมาทำเป็นสนามฟุตซอล","[100.600038000619,13.7238169091355]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/41b0d5e01cce28211b6c373f079948e1592458f6.jpg,"พระโขนงเหนือ วัฒนา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,"สภาพบ้านเรือนและสุขอนามัยของบางหลังคาเรือนยังมีปัญหา เช่น ผนังและหลังคาผุพัง ขยะและสิ่งสกปรกสะสมอยู่บริเวณใต้ถุน","[100.600038000619,13.7238169091355]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/a33944e7a9e30b9902c53c6b84206b3e407823aa.jpg,"พระโขนงเหนือ วัฒนา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,ลำคลองที่ไหลผ่านบริเวณชุมชนเน่าเสียและขาดการดูแล,"[100.600038000619,13.7238169091355]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/ab9b21205a942a037cc27a8db9db099827410546.jpg,"พระโขนงเหนือ วัฒนา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"จัดการเรื่องขยะไม่ดีพอ พอน้ำท่วมขยะจะลอยขึ้นมา ส่งกลิ่นเหม็นตลอด","[100.52888116786,13.7058642674844]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/68aeb56d42067dedd8133a0d2d48b14dc5bf9fce.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"รถขยะเข้าซอยไม่ได้ เพราะซอยเเคบ ใช้วิธีให้คนเดินเข้ามาเก็บ โดยให้ประชาชนกองขยะไว้กลางซอย ซึ่งจะส่งกลิ่นเหม็นตลอดเวลา","[100.522749650139,13.7073521816469]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/6f8d3a6c3884ef6db2eb407eb31e875439a426e9.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"มีบริการถังขยะ เเต่ตั้งอยู่บนทางเท้า ทำให้เดินลำบาก","[100.539273526281,13.6941314515583]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/b274c8f0b0a10a38b712735ba86794fc6d45baf6.jpg,"ช่องนนทรี ยานนาวา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"การจัดการขยะไม่ดี ขยะมักล้นออก หรือกระเด็นออกมาจากในถังเสมอ ทำให้ส่งกลิ่นเหม็นไปทั่ว","[100.539273526281,13.6941314515583]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/78559fd927de9a7f987796a50f43af783e281ea9.jpg,"ช่องนนทรี ยานนาวา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ความปลอดภัย,เพื่อนชัชชาติ,"ไฟข้างทางเคยดับมาเป็นสัปดาห์ ไม่มีหน่วยงานเข้ามาดูเเล","[100.539273526281,13.6941314515583]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/969554486b7a7498ea2b0f566a09632b8acf30b1.jpg,"ช่องนนทรี ยานนาวา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ความปลอดภัย,เพื่อนชัชชาติ,"การซ่อมเเซมถนน ทำเเบบมักง่าย เสี่ยงต่อการเกิดอุบัติเหตุ","[100.539273526281,13.6941314515583]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/051bd3350d5dfbd1836aa166a02805681a0319e9.jpg,"ช่องนนทรี ยานนาวา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ความปลอดภัย,เพื่อนชัชชาติ,"เพิ่มสัญญาไฟในการข้ามถนน ข้ามทางม้าลาย","[100.512072993625,13.7115645734985]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/bc555065bf58d09f621546c6668262ea769b709a.jpg,"วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"ทางเท้าเดินลำบาก เเถมมีน้ำขัง ไม่สะดาดเเละไม่ปลอดภัย","[100.539148446741,13.6860866946704]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/31ae51a43e0bd3394ec4b12de8fbf84db3a5e5ee.jpg,"ช่องนนทรี ยานนาวา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"หาบเร่เเพงลอยเยอะ ตั้งร้านขวางพื้นที่ทางเท้าจนเดินไม่ได้","[100.533582859538,13.6934986365328]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/372a3929907a5b03507b0bd37986f82fbe343ae3.jpg,"บางโพงพาง ยานนาวา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
น้ำท่วม,เพื่อนชัชชาติ,"หาบเร่เเพงลอยเยอะ ตั้งร้านขวางพื้นที่ทางเท้าจนเดินไม่ได้","[100.526807238705,13.7096496777769]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9f9094eb39873e702af0e61a7148092a6f07a97f.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"ทางเท้ามีปัญหามาก น้ำขังใตกระเบื้องบ่อย","[100.539273526281,13.6941314515583]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/2c506bde70c9bf32e16907bd4137685bf213668f.jpg,"ช่องนนทรี ยานนาวา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"หลายๆจุดเดินลำบากมาก เช่น ทางเดินที่ไม่ได้มาตรฐาน รถจักรยานยนต์วิ่งบนฟุตบาท","[100.530906643805,13.7001871467878]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/c138ba6619de81a63d4de24bb6a76f3ee36698e4.jpg,"บางโคล่ บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"จราจรติดขัด ขาดการจัดการระเบียบวินัยการจราจร โดยเฉพาะรถสองเเถวที่ชอบจอดเเช่ริมถนน","[100.533582859538,13.6934986365328]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/e56ca40040817cec780dd1cda4732074ae4ba885.jpg,"บางโพงพาง ยานนาวา กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"พื้นที่ที่ไม่มีจนส่งขนาดใหญ่เข้า จะมีรถสองเเถวให้บริการ ซึ่งรถสองเเถวก็มีปัญหาทั้งการจอดเเช่ วิ่งอ้อม เเละความปลอดภัย","[100.530906643805,13.7001871467878]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/f82b571b5621672d1efce2d8f65a819eb9e86daf.jpg,"บางโคล่ บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"สองเเถว ทำไมถึงจอดได้ทุกที่ ที่ที่ไม่ใช่ป้ายรถเมล์ก็จอดได้ มีผลประโยชน์อะไรภายในรึเปล่า","[100.526749825894,13.7063016502417]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/861b4b18ead96fd1a2feb7623a0125309a059c3a.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,ขาดการดูเเลของเจ้าหน้าที่ตวบคุมการจราจร,"[100.513468943904,13.7147588377609]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/e7aa2ffdcbe148601ba842eb7b777459cf0dad93.jpg,"วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,ขาดการดูเเลของเจ้าหน้าที่ตวบคุมการจราจร,"[100.513468943904,13.7147588377609]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/3119eaab1c1ea06223da8abd19f54a029cc105b7.jpg,"วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"ระบบขนส่งสาธารณะไม่ครอบคลุมความต้องการของปชช รถสองเเถวเลยเข้ามามีบทบาทเยอะ","[100.526749825894,13.7063016502417]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9bdea6a98cd09d2e6bff7f8869e19dbe555f3462.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"ถนน ซอยส่วนมาก ไม่เชื่อมต่อกัน ไม่ทะลุซึ่งหากัน ทำให้เกิดปัญหาตามมา","[100.501857836,13.75272026]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/c762504fd56d2dd00179013ab5ffe106acb22d25.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"การจราจรทางน้ำ มีเจ้าที่ให้บริการน้อย ปชชขาดทางเลือกในการเดินทาง","[100.505921885984,13.7099732962531]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/e6c126d907a3ef584428dbbc39a1de4119cc57a0.jpg,"วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"BRT เดินทางยาก ป้ายห่างกัน เดินไกลไป รอนานมาก","[100.534749433112,13.7125549039587]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/3d931c2de7cd8c85e373e3356ff9529faf3577ed.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,การเข้าถึงพื้นที่สาธารณะเข้าถึงลำบาก,"[100.524178625619,13.7122687079697]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/387bb7e643c128e1e3ff05885a05372d8bbc767f.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ความปลอดภัย,เพื่อนชัชชาติ,"ทางม้าลาย สะพานลอยไฟส่องสว่างไม่เพียงพอ ซอยมหาดไท","[100.603549307,13.764212274]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/4778df847c682ef5347b5bd7a672b7043bff4c7c.jpg,"พลับพลา วังทองหลาง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,"สวนสาธารณะบางเเห่งไม่ปลอดภัย ขาดการดูเเล ขาดการจัดการที่ดี","[100.526749825894,13.7063016502417]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9c648c3c19149cd4d4b6f24a4edee009463e867e.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,"สายไฟฟ้ากับต้นไม้ริมทางชอบมีปัญหากัน สุดท้ายมักลงเอยด้วยการตัดต้นไม้ทิ้ง","[100.501864411,13.752790926]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/0955632f0e2e27016ab76920de69b47324c98dff.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
น้ำท่วม,เพื่อนชัชชาติ,น้ำท่วมตลอด,"[100.528595100158,13.7059070359896]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/23a00b35330da7335159cd1c7037020571c944a3.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,"ความเเออัดในพื้นที่ คาดการดูเเล การจัดการที่ดี ทำให้มีปัญหาในหลากหลายรูปเเบบตามมา","[100.501891513,13.752781932]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/6beffa064bd1039f43f15dd0a7b3248f23e7a5da.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,อยากให้สานต่อโครงการน้ำประปากินได้,"[100.501834607,13.752726992]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9af43df413568c96f0b53e8ce9df89a68ac1391f.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,"ควรมีการประเมิณการทำงานของผอ.เขต เพราะปชชเลือกมาเองไมไ่ด้","[100.501833067,13.752782256]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/dd5c83f0dbd31f2c91bb1f1d5d1beaa4cf1acf3c.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,"เน้นพัฒนาศักยภาพของชุมชน พัฒนาเครือข่าย","[100.501824614,13.752726366]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/c0da82126bd09806e1dabcdb265a0b87e681a48c.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"การจราจรติดขัด เนื่องด้วยถนนเป็นขนาด 2 ช่องจราจรส่วนกัน มีโรงเรียนรวม 4 แห่ง รถผู้ปกครองหนาแน่นเช้าและเย็น เป็นย่านที่อยู่อาศัยและมีคอนโดสร้างใหม่ขึ้นมา รวมถึงยังเป็นเส้นทางลัดออก ถนนสาทร พระรามที่ 4 เชื้อเพลิง ฯลฯ","[100.546018698173,13.7151390652782]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/ca197e3f87cf70e24ba585363ed6c08da1e74a49.jpg,"ทุ่งมหาเมฆ สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,ถนนไม่มีทางเท้า,"[100.546018698173,13.7151390652782]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/2c780a227b6b1f5e3d9a12d92d25219b7d6e63db.jpg,"ทุ่งมหาเมฆ สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,สภาพถนนแย่,"[100.546018698173,13.7151390652782]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/de618af7b9f6109cecb4601af775cc4eab8bc63f.jpg,"ทุ่งมหาเมฆ สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
น้ำท่วม,เพื่อนชัชชาติ,น้ำท่วมขังช่วงหัวถนน,"[100.541877797495,13.710653666795]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/1402c809bf85e2d7d1beb962a96ea014cb7316ae.jpg,"ทุ่งมหาเมฆ สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"ที่จอดจักรยานใต้รถไฟฟ้ามีประชาชนใช้งานจำนวนมาก แต่สำนักงานเขตก็ได้ยกออกไปจากพื้นที่","[100.521319538263,13.7190532566058]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/1168cb68223b3077ae9d900b9f7e6f714b705c6a.jpg,"สีลม บางรัก กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"มีการขี่จักรยานยนต์บนทางเท้าเยอะ มีวินจักรยานยนต์อยู่หลายวินรายรอบทางลงสถานี","[100.521319538263,13.7190532566058]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/32ef80b37fa260829ee32eca4c64e1326d9a88ab.jpg,"สีลม บางรัก กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,ถังขยะมีไม่เยอะตระกร้าจักรยานที่จอดไว้เลยกลายเป็นถังขยะ,"[100.521319538263,13.7190532566058]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/18453f51b4e221fae983281f6ebdf7eb4a5a612c.jpg,"สีลม บางรัก กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,รถติดมากกก,"[100.511638336256,13.7105563631139]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/8059a5902a037baf472a04cd70ef4635a3222f3f.jpg,"วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"ทางม้าลาย รถไม่ค่อยจอดให้ข้าม","[100.512037570455,13.7116264712158]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/48b2dd068256056df86702b84d00abbcc100cf77.jpg,"วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,ป้ายรถเมล์ไม่มีที่นั่งรอรถเมล์,"[100.512037570455,13.7116264712158]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/f461eefc47253bcfbf33a1af79b179c16604bd9f.jpg,"วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
น้ำท่วม,เพื่อนชัชชาติ,ฝนตกน้ำท่วมตลอด,"[100.509448606936,13.7083753136194]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9f3153230c17496c7088c3e369482bf89e5d83e1.jpg,"วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"รถติด มลพิษ เสียงดัง ขยะ","[100.50336687567,13.7035417984857]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/d29f4baee79c046a9d5f9a282d60070814eb3646.jpg,"วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"สาทรใต้มีจุดกลับรถที่เดียวคือใต้สะพานสาทร เป็นคอขวดตอนเช้า สาทรจากสามเลยมาเบียดเลนเดียว แล้วมาเจอกับรถติดเจริญกรุง","[100.515107396718,13.7185786669155]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/ef54cf4ef0b86032a9c767257cdaef0ef671d76f.jpg,"สีลม บางรัก กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"การจอดรถตามตรอกซอกซอย ทำให้การจราจรติดขัด","[100.531499664759,13.7147626864388]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/917baa43fba25ed30bb5aa88d5944afff9ecc07c.jpg,"ทุ่งวัดดอน สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
อื่นๆ,เพื่อนชัชชาติ,"โครงการที่แจ้งว่าผ่านการทำ EIA แล้วแต่ไม่เคยได้มาคุยกับชุมชนจริง และยังทำงานเกินเวลา ทำของตกหล่นใส่บ้านเรือน พอร้องเรียนเขตมักใช้การไกล่เกลี่ยไม่ได้ดำเนินการอะไรกับเจ้าของโครงการ","[100.537077892289,13.7223020868939]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/5ec12f80eadda7477a0c33603624a7839fb8337a.jpg,"ทุ่งมหาเมฆ สาทร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,ทางเท้าแย่,"[100.523766480641,13.7197990276209]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/ac903ea03b585d27dd8bbda4e7100dd284824524.jpg,"สีลม บางรัก กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,ทิ้งขยะเต็มทางเท้าตั้งแต่ก่อนกดโมง,"[100.530055702287,13.7023109993284]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/7a7e82c4a163c54a13a3b9ee98bcc93babb55f4a.jpg,"บางโคล่ บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"จุดกลับรถตรงแม็คโครสาทร(ถ.นราธิวาส) มอเตอร์ไซด์มักจะใช้จุดนี้วิ่งตัด ถ. มาฝั่งเทคนิคกรุงเทพแล้ววิ่งย้อนศรมาเขา ซ. ข้างเทคนิคฯ เพื่อวิ่งไปสวนพูล หรือ ถ.นางลิ้นจี่เป็นประจำ โดนเฉพาะช่วงเช้า และเย็น อันตรายมากครับ","[100.535318786654,13.7118053192316]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/0d7a0a4951327c2b37d1b7919018770885d1b313.jpg,"ทุ่งมหาเมฆ สาทร กรุงเทพมหานคร",,,,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"มืด ๆ มักมีคนมากรีดถุงขยะเพื่อหาของ ทำให้ขยะสกปรก","[100.501867881,13.75276277]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/dbb99974bdbdb317828fcb10d776b92a703a854f.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,รถจอดบนทางเท้า,"[100.53215506352,13.6988581067509]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9afe8ff9a721cc6578cf38ec3a39715e39ad02ab.jpg,"บางโคล่ บางคอแหลม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"การจราจรติดขัดจากถนนตกไปยังสถานีรถไฟฟ้าใช้เวลาถึง 1 ชั่วโมง","[100.501864935,13.752758313]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/3eaa9c786e697e76e631557dfde3bbc1d4fe2aab.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"บริเวณนี้เคยเป็นที่ฝั่งกลบขยะมานาน ช่วงฝนตกจะทำให้กลิ่นขยะที่ถูกฝั่งไว้ส่งกลิ่นขึ้นมาบนผิวดิน","[100.672507471247,13.7439409674206]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/1639388bd9a3696a59666c8c716beb8e7a2f8093.jpg,"สะพานสูง สะพานสูง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"สกปรกมาก โดยเฉพาะทางเดินเท้า","[100.642714528511,13.7679474599926]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/a613d57bc0e03d15f0c5b6c55e9aca0e8ef5e4dc.jpg,"คลองจั่น บางกะปิ กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"รถเก็บขยะมาไม่ตรงเวลา บางวันมา บางวันไม่มา","[100.648998770864,13.8004051807254]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/49a1a1e72131f751f1f2bc158b34956be255de87.jpg,"คลองกุ่ม บึงกุ่ม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ความปลอดภัย,เพื่อนชัชชาติ,"มีการจับกลุ่ม มั่วสุม ไม่ปลอดภัย","[100.60355783,13.764244885]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/eadd62a7f7ff41761aab282dc6359dc08e6db575.jpg,"พลับพลา วังทองหลาง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"ประชาชนไม่เข้าใจเรื่องการเเยกขยะที่ดีพอ เเละการสื่อสารเรื่องการเเยกขยะก็ไม่ชัดเจน ไม่สามารถปฏิบัติตามได้จริง","[100.501861243,13.752796688]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/158e517ac4fc9ba0af299a510906451e7c4c04ca.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ขยะ,เพื่อนชัชชาติ,"มีโมเดลการจัดขยะที่ดีในต่างประเทศมากมาย กทมก็มีงบการะจัดการขยะเยอะ เเต่ไม่สามารถจัดการให้มีประสิทธิภาพได้","[100.501821117,13.75273384]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/04e3893792d67dcebf07e3da6684103a6366d73d.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ความปลอดภัย,เพื่อนชัชชาติ,"ทางเดินเท้าไม่ปลอดภัย อันตราย","[100.667547908339,13.7733944584504]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/7ce24416fd24a47bbe11634c4acd1a9a88d15ad1.jpg,"สะพานสูง สะพานสูง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
